Aggregate,Dish,Washer,Fridge
286.74,0.0,3.0,0.0
283.91,0.0,3.0,0.0
279.03000000000003,0.0,3.0,0.0
280.21000000000004,0.0,3.0,0.0
276.12,0.0,3.0,0.0
281.67,0.0,3.0,0.0
284.44,0.0,3.0,0.0
280.74,0.0,3.0,0.0
282.33000000000004,0.0,3.0,0.0
276.57,0.0,3.0,0.0
285.18,0.0,3.0,0.0
283.5,0.0,3.0,0.0
280.04,0.0,3.0,0.0
278.52,0.0,2.0,0.0
285.06,0.0,2.0,1.0
282.93,0.0,2.0,0.0
282.95,0.0,3.0,0.0
279.87,0.0,3.0,1.0
278.8,0.0,2.0,0.0
278.25,0.0,3.0,1.0
280.63,0.0,3.0,0.0
265.23,0.0,2.0,0.0
269.90000000000003,0.0,3.0,0.0
265.0,0.0,3.0,0.0
273.54,0.0,3.0,0.0
269.54,0.0,3.0,0.0
262.86,0.0,2.0,0.0
265.02,0.0,3.0,0.0
265.81,1.0,2.0,1.0
262.21,1.0,2.0,0.0
272.32,0.0,2.0,0.0
268.49,0.0,3.0,0.0
269.2,0.0,2.0,0.0
275.58,0.0,2.0,0.0
265.99,0.0,3.0,0.0
262.77,0.0,2.0,0.0
261.27,0.0,3.0,0.0
265.69,0.0,3.0,0.0
272.73,0.0,3.0,0.0
277.11,0.0,2.0,0.0
262.65,0.0,3.0,0.0
267.54,0.0,3.0,0.0
272.45,0.0,3.0,1.0
265.4,0.0,3.0,0.0
377.81,0.0,2.0,1.0
267.68,0.0,3.0,0.0
267.03,0.0,3.0,0.0
264.16,0.0,2.0,0.0
261.3,0.0,2.0,0.0
268.16,0.0,3.0,0.0
262.33,0.0,3.0,0.0
269.5,0.0,3.0,0.0
259.25,0.0,3.0,0.0
266.78,0.0,3.0,0.0
263.88,0.0,2.0,0.0
256.34000000000003,0.0,3.0,0.0
259.97,0.0,3.0,0.0
260.26,1.0,3.0,0.0
270.49,0.0,2.0,0.0
268.27,0.0,3.0,0.0
272.65,0.0,3.0,0.0
256.09000000000003,0.0,3.0,0.0
256.17,0.0,3.0,1.0
257.31,0.0,2.0,1.0
261.74,0.0,2.0,0.0
265.53000000000003,0.0,3.0,0.0
269.21,0.0,3.0,0.0
262.55,1.0,3.0,0.0
260.66,0.0,3.0,0.0
258.87,0.0,2.0,0.0
264.91,0.0,2.0,0.0
260.62,0.0,3.0,0.0
257.23,0.0,3.0,0.0
261.25,0.0,2.0,0.0
262.95,0.0,2.0,0.0
266.15,0.0,3.0,0.0
268.88,0.0,2.0,0.0
268.88,0.0,2.0,0.0
267.74,1.0,2.0,0.0
263.98,1.0,3.0,0.0
266.40000000000003,0.0,2.0,0.0
263.77,0.0,3.0,0.0
265.85,0.0,3.0,0.0
266.48,0.0,2.0,0.0
265.32,0.0,3.0,0.0
265.21,0.0,2.0,0.0
265.40000000000003,0.0,3.0,0.0
274.08,0.0,3.0,0.0
271.93,0.0,3.0,0.0
274.56,0.0,3.0,0.0
262.14,0.0,3.0,0.0
265.22,0.0,3.0,0.0
267.25,0.0,3.0,0.0
262.25,0.0,2.0,0.0
271.46000000000004,0.0,2.0,0.0
262.8,1.0,3.0,0.0
268.74,0.0,3.0,0.0
271.58,0.0,2.0,0.0
263.0,0.0,3.0,0.0
266.57,0.0,3.0,0.0
266.58,1.0,3.0,0.0
266.6,0.0,3.0,0.0
269.37,0.0,3.0,0.0
264.02,0.0,3.0,0.0
268.83,0.0,3.0,0.0
278.84,0.0,3.0,0.0
276.82,0.0,2.0,0.0
274.08,0.0,2.0,0.0
272.33000000000004,0.0,2.0,0.0
273.25,0.0,2.0,0.0
277.0,0.0,2.0,0.0
276.41,0.0,3.0,0.0
277.61,0.0,3.0,0.0
270.55,0.0,3.0,0.0
275.66,0.0,2.0,0.0
266.35,0.0,2.0,0.0
263.0,1.0,3.0,0.0
268.54,0.0,3.0,0.0
260.75,0.0,3.0,0.0
274.84000000000003,0.0,3.0,0.0
265.41,0.0,2.0,0.0
268.78000000000003,0.0,2.0,0.0
270.98,0.0,2.0,0.0
263.44,0.0,3.0,0.0
265.26,0.0,3.0,0.0
269.71,0.0,3.0,0.0
269.8,0.0,3.0,0.0
264.4,0.0,3.0,0.0
264.17,0.0,3.0,0.0
265.46,0.0,2.0,0.0
263.81,0.0,2.0,0.0
262.37,0.0,3.0,0.0
262.52,0.0,2.0,0.0
266.92,0.0,3.0,0.0
262.57,0.0,3.0,0.0
264.62,0.0,3.0,0.0
267.13,0.0,2.0,0.0
266.45,0.0,3.0,0.0
254.69,0.0,2.0,0.0
263.52,0.0,2.0,0.0
275.17,0.0,2.0,0.0
268.75,0.0,2.0,0.0
265.63,0.0,3.0,0.0
273.57,0.0,2.0,0.0
272.83,0.0,2.0,2.0
265.96000000000004,0.0,3.0,3.0
268.01,0.0,2.0,5.0
266.44,0.0,3.0,5.0
267.22,0.0,2.0,4.0
271.46,0.0,3.0,5.0
267.33,0.0,2.0,5.0
265.0,0.0,2.0,5.0
265.92,0.0,2.0,3.0
274.87,0.0,2.0,4.0
270.8,0.0,2.0,5.0
268.8,1.0,3.0,5.0
282.18,0.0,2.0,5.0
266.23,0.0,3.0,5.0
270.36,0.0,3.0,2.0
275.6,0.0,2.0,5.0
287.73,0.0,3.0,5.0
287.61,0.0,3.0,4.0
289.3,0.0,2.0,4.0
291.24,0.0,2.0,5.0
290.72,0.0,3.0,2.0
294.37,0.0,3.0,5.0
291.2,0.0,2.0,3.0
293.82,0.0,2.0,3.0
289.69,1.0,2.0,5.0
285.6,0.0,2.0,2.0
285.66,0.0,3.0,5.0
280.43,0.0,3.0,5.0
275.26,0.0,2.0,3.0
270.16,0.0,3.0,5.0
276.79,0.0,3.0,3.0
278.05,0.0,2.0,3.0
279.62,1.0,3.0,3.0
